estado,id_tienda,ciudad,codigo_postal,direccion,latitud,longitud,no_tienda,nombre
DIF,141,Ciudad de Mexico,11510,Ejercito Nacional #843,19.44,-99.2,31143-103466,Los Atrios Antara Polanco
DIF,142,Ciudad de Mexico,9410,"Avenida Canal Río Churubusco No. 1635, Colonia Central de Abastos",19.38,-99.1,27807-248698,Plaza Central
DIF,143,Ciudad de Mexico,11560,"Xola 535 esquina Mier y Pesado, Col. Del Valle",19.4,-99.17,7192-150924,Torre Mexicana
DIF,144,Ciudad de Mexico,11540,"Moliere # 222 Col. Los Morales, Del. Miguel Hidalgo",19.43,-99.2,26860-119552,Moliere 222
DIF,145,Ciudad de Mexico,6100,Av. Nuevo Leon # 188,19.41,-99.17,31105-101583,Nuevo Leon
DIF,146,Ciudad de Mexico,,"Jaime Balmes #8, Local 4, Colonia Los Morales Polanco,",19.44,-99.21,38118-93434,Corporativo Polanco
DIF,147,Ciudad de Mexico,5109,"Av. Vasco de Quiroga 3800, Local 155",19.36,-99.28,31621-109367,Centro Comercial Santa Fe 2
DIF,148,Ciudad de Mexico,14000,"Insurgentes Sur No. 4184 p.b. loc 1, Col. La Joya",19.28,-99.17,38132-96707,Insurgentes La Joya
DIF,149,Ciudad de Mexico,,326 Horacio Plaza Cantera,19.43,-99.19,31349-106597,Horacio
DIF,150,Ciudad de Mexico,15620,"Capitan Carlos Leon s/n Colonia Penon, de los Banos",19.42,-99.08,32277-131206,MEX - Mexico City Airport T2 PA INT
DIF,151,Ciudad de Mexico,2430,"Av. Acoxpa No.430 Col. Ex Hacienda Coapa, Delegacion Tlalpan",19.3,-99.14,18293-182304,Angeles Acoxpa
DIF,152,Ciudad de Mexico,5000,"Av Carlos Graef Fernandez #154 Local P.B, Col. Cuajimalpa",19.36,-99.28,13075-156045,Centro Medico ABC Santa Fe
DIF,153,Ciudad de Mexico,6700,"Plaza Luis Cabrera # 5 Local 1, Col Roma",19.42,-99.16,16375-170366,Plaza Luis Cabrera
DIF,154,Ciudad de Mexico,52926,Carr. Lago de Guadalupe Km. 3.5 Col. Mar,19.59,-99.23,31696-111205,ITESM Mexico City Campus
DIF,155,Ciudad de Mexico,9060,"Av. Rio Churubusco No.583 Local B10, Col. Sector Popular",19.37,-99.12,17835-185524,Portal Churbusco
DIF,156,Ciudad de Mexico,1020,"Av. Insurgentes Sur #1971, Col. Guadalupe Inn",19.35,-99.19,38139-97349,Plaza Inn
DIF,157,Ciudad de Mexico,1900,"Crater 709,  Col. Pedregal de San Angel",19.32,-99.21,38107-84663,Pedregal
DIF,158,Ciudad de Mexico,6000,"Republica de Urugual No. 56, Col. Centro, Delegacion Cuauhtemoc",19.43,-99.14,17350-181186,Uruguay
DIF,159,Ciudad de Mexico,15620,"Av. Capitan Carlos Leon s/n,",19.42,-99.08,30771-101280,MEX - Aeropuerto Int Dufry
DIF,160,Ciudad de Mexico,1000,"Av Revolucion No. 1817, Colonia San Angel, Del. Alvaro Obregon",19.34,-99.19,29337-245329,Patio Revolucion
DIF,161,Ciudad de Mexico,52977,"Circuito Jimenez Cantu, Atizapan de, Zaragoza",19.55,-99.27,3097-139076,Galerias Atizapan
DIF,162,Ciudad de Mexico,,Av. Miguel A. De Quevedo  # 624,19.34,-99.17,31436-99448,Miguel Angel Quevedo 2
DIF,163,Ciudad de Mexico,11590,"Galileo no. 8 local 3 esq. Campos Eliseo, Miguel Hidalgo",19.43,-99.19,38108-84662,Campos Eliseos
DIF,164,Ciudad de Mexico,1210,"Guillermo Gonzalez Camarena No. 2000, esq. Vasco de Quirogam Centro de Cd.",19.36,-99.28,38122-84664,Santa Fe
DIF,165,Ciudad de Mexico,,"Aeropuerto Intenacional de la Cd. Mex, Aeropuerto Intenacional de la Cd. Mex",19.45,-99.05,47285-257724,Salon Ejecutivo Mexicana T1
DIF,166,Ciudad de Mexico,5348,"Av. Vasco de Quiroga No. 3900, Col. Santa Fe Cuajimalpa, Del Cuajimalpa",19.36,-99.28,16638-173889,Torre Diamante
DIF,167,Ciudad de Mexico,52772,Fraccion 7 y 8 del Lote 20,19.38,-99.3,32205-123484,Jesus del Monte
DIF,168,Ciudad de Mexico,,Av. de Las Palmas 765,19.43,-99.22,31088-102451,Palmas
DIF,169,Ciudad de Mexico,1210,"Prolongacion Paseo de la Reforma 400, Pena Blanca Santa Fe, Alvaro Obregon",19.38,-99.26,21493-212466,Patio Santa Fe
DIF,170,Ciudad de Mexico,9420,"Avenida Rio Churubusco 1072, Colonia Nueva Rosita, Local No. 1, 2 y 3",19.38,-99.1,17986-184008,Zentralia Churubusco
DIF,171,Ciudad de Mexico,,"Av. Capitan Carlos Leon s/n, Sala B, Loc",19.42,-99.08,31012-101547,MEX - Aeropuerto Nacional Sala B
DIF,172,Ciudad de Mexico,6600,"Av. Passeo de La Reforma #195, Local 1, esq. Rio Marne",19.43,-99.16,12792-155005,Reforma Rio Marne
DIF,173,Ciudad de Mexico,5349,"Av. Santa Fe No. 495 PB Local 2, Col. Cruz Manca",19.37,-99.26,17971-182865,SPA
DIF,174,Ciudad de Mexico,1900,"Adolfo Lopez Mateos 4020, Col. Jardines del Pedregal",19.31,-99.21,38129-96087,Plaza Santa Teresa
DIF,175,Ciudad de Mexico,6000,"Madero #42 Col. Centro, Centro Historico district",19.43,-99.14,18633-193344,Madero
DIF,176,Ciudad de Mexico,6600,222 Avenue Reforma,19.43,-99.16,32189-108438,222 Reforma
DIF,177,Ciudad de Mexico,5109,"Av. Vasco de Quiroga #3800, Local 1,000, Santa Fe, Deleg. Cuajimalpa",19.36,-99.28,18399-190304,SPA
DIF,178,Ciudad de Mexico,11570,247 Campo Eliseos,19.43,-99.2,31548-108187,Obelisco
DIF,179,Ciudad de Mexico,11529,"Lago Zurich s/n esq. Cervantes Saaverda, Col Ampliacion Granada Delegacion Miguel",19.44,-99.2,12997-149988,Carso Polanco I
DIF,180,Ciudad de Mexico,1060,Av. Altavista # 147 Local 1,19.35,-99.2,30816-100246,Altavista-Mexico
DIF,181,Ciudad de Mexico,54020,"3130 Col. Valle Dorado, Blvd. Manuel Avita Camacho, Tlanepantla",19.55,-99.21,7082-149985,Valle Dorado
DIF,182,Ciudad de Mexico,44279,"Via. Dr. Jimenez Cantu, Bosque Esmeralda, Atizapan de Zaragosa, Edo. Mex",19.28,-99.14,19478-198127,City Center Esmeralda
DIF,183,Ciudad de Mexico,4120,Division del Norte Ave 2590,19.35,-99.15,32755-136945,Division del Norte
DIF,184,Ciudad de Mexico,,"Calle Pilares & Calle Pestalozzi, Coloni",19.38,-99.16,38134-96693,Pilares
DIF,185,Ciudad de Mexico,15620,"Av. Capitan Carlos Leon s/n, Sala E, Loc",19.42,-99.08,30786-100221,MEX - Aeropuerto Cenca
DIF,186,Ciudad de Mexico,4980,"Benito Juarez No. 17 Local E, Colonia ExHacienda de Coapa",19.31,-99.14,17909-182805,Plaza America
DIF,187,Ciudad de Mexico,11520,"Av. Ejercito Nacional # 579 P.B. 01, Col. Granada",19.44,-99.19,15130-157804,Ejercito Nacional
DIF,188,Ciudad de Mexico,,"Av. Periferico Sur #, Centro Comercial San Jeronimo",19.33,-99.21,38124-94690,San Jeronimo
DIF,189,Ciudad de Mexico,1710,"Calz. De los Leones #145, Locales 19 y 20 Col. Las Aguilas",19.36,-99.2,38103-79344,Las Aguilas
DIF,190,Ciudad de Mexico,6170,180 Sonora Avenue,19.41,-99.17,3095-135295,Amsterdam
DIF,191,Ciudad de Mexico,2230,Avenide Eje 5 Norte 990,19.5,-99.18,31622-108284,Tecnoparque
DIF,192,Ciudad de Mexico,11500,397 Avenue Miguel de Cervantes Saavedra,19.22,-98.96,31546-107881,Irrigacion
DIF,193,Ciudad de Mexico,1030,"Av. Insurgentes Sur No 1898 Local A, Col. Florida",19.35,-99.19,16193-169208,Torre Siglum
DIF,194,Ciudad de Mexico,15620,"Av. Capitan Carlos Leon s/n, Sala B",19.44,-99.08,38151-98039,MEX - Aeropuerto Sala Bravo
DIF,195,Ciudad de Mexico,9020,1512 Avenue Canal de Tezontle,19.38,-99.08,32151-116505,Parque Tezontle 1
DIF,196,Ciudad de Mexico,6600,"Colectores 13 No. 280, Col. Magdalena de las Salinas",19.49,-99.13,31393-103353,Parque Lindavista 2
DIF,197,Ciudad de Mexico,6760,"Tlacotalpan No. 59, Col. Roma Sur",19.41,-99.17,16463-171706,Hospital Angeles Metropolitano
DIF,198,Ciudad de Mexico,1100,Manuel Avila Camacho 1,19.43,-99.2,1889-105282,Torre Inverlat
DIF,199,Ciudad de Mexico,6600,"Colectores 13 No. 280, Col. Magdalena de las Salinas",19.49,-99.13,31391-103352,Parque Lindavista 1
DIF,200,Ciudad de Mexico,14610,"Periferico Sur No. 4991 local 1, Col. Tepepan",19.28,-99.14,38131-95614,Tepepan
DIF,201,Ciudad de Mexico,54740,"Manzana C, # 24 B Av. 1 de Mayo, Col. Ce",19.65,-99.21,32704-119567,Izcalli Mega
DIF,202,Ciudad de Mexico,6600,"222 Avenue Reforma, Col. Juarez. C.P.",19.43,-99.16,32207-116504,222 Reforma 2
DIF,203,Ciudad de Mexico,5300,"Av. Santa Fe  482;  Col. Cruz Manca;, Del. Cuajimpala",19.36,-99.27,16604-173485,City Walk
DIF,204,Ciudad de Mexico,,Autopista Chamapa-Lecheria S/N,19.6,-99.2,38136-96879,Punta Norte
DIF,205,Ciudad de Mexico,53120,Hacienda de Echegaray,19.49,-99.23,31256-102301,Echegaray
DIF,206,Ciudad de Mexico,2430,"Av. Del Rosario No. 1025, Col El Rosario",19.5,-99.2,17351-181185,El Rosario
DIF,207,Ciudad de Mexico,,Av. Miguel Angel de Quevedo #287,19.35,-99.18,31795-106354,Miguel Angel Quevedo 3
DIF,208,Ciudad de Mexico,,"Bosque de Lilas #92, Local,Centro Comerc",19.39,-99.25,30651-96717,Plaza Lilas
DIF,209,Ciudad de Mexico,3810,"Montecito 38, Colonia Napoles District",19.39,-99.17,18384-188964,Insurgentes WTC -
DIF,210,Ciudad de Mexico,11850,"Seccion 1RA,  Bosque de Chapultepec, Acceso Gratuitas",19.42,-99.18,17133-179228,Chapultepec Reforma
DIF,211,Ciudad de Mexico,4920,"Av. Canal de Miramontes No. 2091, Col. Los Girasoles",19.31,-99.12,38114-247765,Super Plaza - Miramontes
DIF,212,Ciudad de Mexico,14050,"Puente de Piedra No. 150, Col. Torielo Guerra",19.3,-99.16,16182-169204,Medica Sur II
DIF,213,Ciudad de Mexico,4340,"Av. Insurgentes Sur #2374., Col. Chimalistac",19.34,-99.19,38152-99047,Insurgentes Relox
DIF,214,Ciudad de Mexico,55070,"Av. Central esq. Av. 1 de Mayo, Col. Jardines de Morelos, Ecatepec",20.7,-103.38,8164-151464,Americas Ecatepec
DIF,215,Ciudad de Mexico,4500,"Anillo Periferico No. 4690 Local 192, Ampliacion Pedregal de San Angel",19.3,-99.19,15125-157824,C.C. Perisur
DIF,216,Ciudad de Mexico,3020,Xola No.1159 Col. Narvarte,19.4,-99.16,22517-221626,Xola
DIF,217,Ciudad de Mexico,5300,"Juan Salvador Agraz 61, Col. Santa Fe, Cuajimalpa",19.36,-99.28,21486-212465,One o One
DIF,218,Ciudad de Mexico,3730,"Revolucion 780, Col. Mixcoac",19.38,-99.19,15442-161530,C.M Mixcoac
DIF,219,Ciudad de Mexico,53290,"Av. Gabriel Mancera #1,357, Local 1",19.37,-99.17,3950-146784,Gabriel Mancera
DIF,220,Ciudad de Mexico,,Av. Patriotismo #229,19.4,-99.18,31141-104320,Metropoli Patriotismo
DIF,221,Ciudad de Mexico,54054,Lateral Autopista Mexico-Toluca #1235,19.36,-99.28,31092-101631,Santa Fe IMAX
DIF,222,Ciudad de Mexico,11560,"Ave Santa Fe No 94 Col Zedec Santa Fe, Office Tower",19.37,-99.26,2145-139071,Samara I
DIF,223,Ciudad de Mexico,1900,"Av. San Jeronimo No. 240, Col. Jardines del Pedregal",19.34,-99.2,16244-169211,Jardines del Pedregal
DIF,224,Ciudad de Mexico,52786,"Av. Lomas Anahuac, s/n., Lomas Anahuac,  Huixquilucan",19.4,-99.27,30985-103242,Universidad Anahuac
DIF,225,Ciudad de Mexico,4200,"Calzada Taxquena No. 1475, Colonia Campestre Churubusco",19.34,-99.13,17910-182804,SPA
DIF,226,Ciudad de Mexico,6600,"Av Paseo de la Reforma 347 esq Rio Tiber, Colonia Juarez, Delegacion Cuauhtemoc",19.43,-99.17,15668-164269,HSBC Corporate
DIF,227,Ciudad de Mexico,3200,"Felix Cuevas #6, esq Insurgentes Sur",19.37,-99.18,5068-146785,Felix Cuevas
DIF,228,Ciudad de Mexico,6050,"Av. Juarez No. 76, Col. Centro",19.44,-99.15,38123-93700,Alameda
DIF,229,Ciudad de Mexico,4780,"Calzada del Hueso # 670, Local 32-35, Col. Los Robles",19.3,-99.12,14875-156046,Coapa Chedraui
DIF,230,Ciudad de Mexico,15620,"Capitan Carlos Leon s/n Colonia Penon, de los Banos",19.42,-99.08,32276-131205,MEX - Mexico City Airport T2 Lleg
DIF,231,Ciudad de Mexico,11000,"Prado Norte #324 Local 2 manzana 16, lote 15 Col. Lomas de Chapultepec",19.43,-99.21,38106-81520,Prado Norte
DIF,232,Ciudad de Mexico,6500,"Av. Paseo de La reforma # 255, Co. Cuauhtemoc",19.43,-99.16,16367-170664,Bolsa Mexicana de Valores
DIF,233,Ciudad de Mexico,,"Av. Coyoacan #2000, Local 201-A, Colonia",19.36,-99.17,38140-97645,Centro Coyoacan
DIF,234,Ciudad de Mexico,1210,"Av. Vasco de Quiroga 3800 loc. 255, Col Antigua Mina di Totolapa",19.36,-99.28,7147-139074,Ampliacion Santa Fe III
DIF,235,Ciudad de Mexico,57310,Avenue Bordo de Xochiaca,19.42,-99.02,1345-136176,Cuidad Jardin
DIF,236,Ciudad de Mexico,3900,Damas # 130 Col. San Jose Insurgentes,19.36,-99.18,15124-157805,San Jose Insurgentes
DIF,237,Ciudad de Mexico,15620,"Capitan Carlos Leon s/n Colonia Penon, de los Banos",19.42,-99.08,32275-131204,MEX - Mexico City Airport T2 PA NAC
DIF,238,Ciudad de Mexico,11000,Acueducto Rio Hondo # 20 Col. Virreyes,19.42,-99.21,16544-172784,Medica Sur Lomas
DIF,239,Ciudad de Mexico,11700,"Bosque de Duraznos, No. 39, Col Bosques de las Lomas, Miguel Hidalgo",19.4,-99.24,9134-91203,Parque Duraznos
DIF,240,Ciudad de Mexico,3100,"Av. Universidad No. 757 Col. Del Valle, Delegacion Benito Juarez",19.38,-99.16,23632-230826,Universidad 767
DIF,241,Ciudad de Mexico,6600,"80 Avenue Pase de la Reforma, P.B. Col. Juarez",19.43,-99.15,31740-113664,Fiesta Americana Reforma
DIF,242,Ciudad de Mexico,54054,"Av. De las Fuentes #1-A,",19.52,-99.25,38149-98017,Bellavista
DIF,243,Ciudad de Mexico,14390,"Calzada Del Hueso No. 519, Col Residensial Acoxpa. Local 189",19.3,-99.12,9034-151829,Galerias Coapa (Dead)
DIF,244,Ciudad de Mexico,3100,191 Tlacoquermecatl Col. Del Valle,19.38,-99.17,32017-109624,Tlacoquermecatl
DIF,245,Ciudad de Mexico,6700,"Durango # 205, Local 01 Col. Roma C.P",19.42,-99.16,15379-160564,Durango
DIF,246,Ciudad de Mexico,6600,"Av. Paseo de la Reforma # 374, Local 2",19.43,-99.17,14972-156626,Reforma Varsovia
DIF,247,Ciudad de Mexico,1020,"Insurgentes Sur #1743, Pb Col. Napoles, Del. Benito Juarez",19.36,-99.18,38113-92780,Insurgentes Juan Pablo
DIF,248,Ciudad de Mexico,3020,"Av. Cuauhtemoc 462, Parque Delta",19.4,-99.16,29931-256008,Plaza Delta II
DIF,249,Ciudad de Mexico,,"Camino a Santa Teresa #13, Col: Heroes de Padierna,",19.31,-99.22,38116-91204,Santa Teresa
DIF,250,Ciudad de Mexico,4739,"Av. del Iman # 151, Local  98",19.31,-99.16,30843-102302,Gran Sur
DIF,251,Ciudad de Mexico,5100,"Av. Camino al Olivo No. 22, Col. Lomas de Vistahermosa",19.37,-99.28,30880-101742,Vista Hermosa
DIF,252,Ciudad de Mexico,3810,"Pennsylvania #143 Col. Napoles, Delegacion Benito Juarez",19.39,-99.18,20486-206206,Pennsylvania
DIF,253,Ciudad de Mexico,6500,"Av. Paseo de la Reforma no. 325, local 2, 3, 4 y 5 Col. Cuauhtemoc c.p.",19.43,-99.17,38101-78563,Reforma Angel Sheraton
DIF,254,Ciudad de Mexico,10700,"Camino a Santa Teresa 1055, Col Heroes de Padierna",19.31,-99.22,16784-175825,Hospital Angeles Pedregal I
DIF,255,Ciudad de Mexico,3310,Av Universidad 1000  Sta Cruz B juarez,19.37,-99.15,24272-84666,Plaza Universidad
DIF,256,Ciudad de Mexico,7700,"Av Othon de Mendizabal No 343, Loc Z-100-B",19.51,-99.15,15323-160025,Torres Lindavista
DIF,257,Ciudad de Mexico,6140,"Av. Tamaulipas No. 55, loc. 101, Col. Condesa",19.41,-99.17,38156-99633,Tamaulipas
DIF,258,Ciudad de Mexico,,"Blvrd. Magnocentro, Lote 2, Mz 1",19.41,-99.27,31068-103407,Magnocentro
DIF,259,Ciudad de Mexico,14300,"Calzada Acoxpa No. 438 Col. Prado Coapa, Deleg. Coyoacan",19.3,-99.14,2107-141448,Via Acoxpa
DIF,260,Ciudad de Mexico,11560,"Ave Santa Fe No. 94, Col Zedec Santa Fe",19.37,-99.26,16297-150024,Samara II
DIF,261,Ciudad de Mexico,6760,"Tuxpan #53 esquina Tehuantepec, Col. Roma",19.41,-99.16,23814-233184,Tuxpan 53
DIF,262,Ciudad de Mexico,1210,"Guillermo Gonzalez Camarena 1500, Loc 1, Centro de Cd. Santa Fe",19.37,-99.26,38150-98182,Santa Fe 2
DIF,263,Ciudad de Mexico,3100,"Pestalozzi No. 1166 Local 1, Del Valle Centro District",19.38,-99.16,18397-189968,Pestalozzi
DIF,264,Ciudad de Mexico,6500,"Av. Paseo de la Reforma, no. 505 local PB-11",19.42,-99.18,38110-87307,Torre Mayor
DIF,265,Ciudad de Mexico,53140,201 Avenue Adolfo Lopez Mateos,19.48,-99.25,32063-117724,San Mateo Shopping Center
DIF,266,Ciudad de Mexico,6110,"Blvd. Manuel Avila Camacho #50 y 66, Locales B02 y B03",19.43,-99.21,31665-107352,Lomas Plaza
DIF,267,Ciudad de Mexico,15620,"Av. Capitan Carlos Leon s/n, Sala E, Col",19.42,-99.08,30842-101546,MEX - Aeropuerto Internacional II
DIF,268,Ciudad de Mexico,6030,"Paseo de la Reforma 10, Col. Tabacalera, Del. Cuauhtemoc",19.44,-99.15,9123-152091,Torre Caballito
DIF,269,Ciudad de Mexico,,"16 de septiembre # 79 , Local 102",19.33,-99.1,38155-99133,16 de Septiembre
DIF,270,Ciudad de Mexico,11320,"Bahia San Hipolito 43 Locales 1 y 2, Colonia Anahuac",19.44,-99.18,1836-154026,Marina Nacional
DIF,271,Ciudad de Mexico,14090,"Calzada de Tlalpan 4998 Col. La Joya, Del. Tlalpan",19.28,-99.16,25569-241535,Tezoquipa
DIF,272,Ciudad de Mexico,1480,A Lopez Mateos 1701 Plateros A Obregón,19.37,-99.19,24431-237917,Plateros
DIF,273,Ciudad de Mexico,1090,"Calle Iglesia 270 Esq. Av Rio Magdalena, Col. Tizapan de San Angel Del A. Obregon",19.34,-99.2,25800-242472,Grand San Jeronimo
DIF,274,Ciudad de Mexico,,"Calz de Tlalpan 1037 Col Americas Unidas, Del. Benito Juarez",19.38,-99.14,28418-250664,Tlalpan Nativitas
DIF,275,Ciudad de Mexico,3730,"Carracci n. 3 esq. Av. Patriotismo, Col. San Juan Mixcoac",19.41,-99.18,21968-216024,Carracci
DIF,276,Ciudad de Mexico,6600,"Reforma 250 esq. Niza Col Cuauhtemoc, Reforma 250 esq. Niza Col Cuauhtemoc",19.43,-99.16,25073-239891,Capital Reforma II
DIF,277,Ciudad de Mexico,4330,"Enriquez Urena 20 Col Los Reyes Coyoacan, Del. Coyoacan",19.34,-99.16,47813-259929,Copilco 20
DIF,278,Ciudad de Mexico,1280,"Calle 10 N-132 San Pedro de los Pinos, Del Alvaro Obregón",19.39,-99.19,47812-259930,Plaza Exhibimex
