estado,id_tienda,ciudad,codigo_postal,direccion,latitud,longitud,no_tienda,nombre
DIF,279,Ciudad de Mexico,3230,"Av Insurgentes sur esquina Parroquia, Parroquia 194, Colonia del Valle.",19.37,-99.18,25070-239864,Galerias Insurgentes II
DIF,280,Ciudad de Mexico,6350,"Eje 1 Nte Mosqueta 259 Buenavista, Eje 1 Nte Mosqueta 259 Buenavista",19.45,-99.15,25071-239866,Forum Buenavista II
DIF,281,Ciudad de Mexico,11550,"Shiller esquina Masaryk 111, Polanco, Shiller esquina Masaryk 111, Polanco",19.43,-99.19,25069-239865,"Shiller, Masaryk 111"
DIF,282,Ciudad de Mexico,11520,"Calz. Las Aguilas 1953 Col. Axomiatla, Del. Alvaro Obregon",19.34,-99.25,27379-247387,Axomiatla II
DIF,283,Ciudad de Mexico,9040,"Av. Leyes de Reforma esq. Baratillo, Col. Ejidos del Moral Del. Iztapalapa",19.38,-99.09,27378-247385,Plaza Basica
DIF,284,Ciudad de Mexico,6600,"Paseo de la Reforma 180, Reforma esquina Insurgentes",19.43,-99.16,47148-256886,Reforma 180
DUR,285,Durango,34060,Blvd. Felipe Pescador #1401,24.04,-104.66,26722-245127,Paseo Durango
DUR,286,Gomez Palacio,35080,Av.Miguel Aleman No.625 Esq.Versalles,25.55,-103.5,22408-220664,Gomez Palacio
GRO,287,Acapulco,39690,Avenue Costera Miguel Aleman 97,16.86,-99.87,32319-119558,Fiesta American Condesa
GRO,288,Acapulco,39559,Costera Miguel Aleman esq. Fragata Acap,16.85,-99.91,27761-248668,Fragata Costa Azul
GRO,289,Acapulco,3330,Costera Miguel Aleman S/N,16.86,-99.87,31097-99809,Galerias Diana Plaza Emporio
GRO,290,Acapulco,39850,"Av. Costera Miguel Aleman # 2148, Fracc. Costal Azul",16.84,-99.85,31095-102268,Costa Azul
GRO,291,Acapulco,39907,"52 Boulevard de las Naciones, Locales 28, 29 y 30",16.79,-99.81,32165-251215,Acapulco Diamante - Relocation
GRO,292,Acapulco,39890,"18 Boulevard de las Naciones, Lote 1. Mza. 5 Local 66.",16.77,-99.78,1372-119592,La Isla Acapulco
GRO,293,Acapulco,39670,"Av. Costera Miguel Aleman, Av.Wilfrido Massieu",16.86,-99.87,28753-250944,Galerias Acapulco
GUA,294,Celaya,38080,Col. Las Compuertas Del Campestre,20.53,-100.78,47823-259925,Galerias Celaya
GUA,295,Celaya,38044,"Blvd Adolfo Lopez Mateos 1025 Loc 5, Renacimiento",20.52,-100.83,32553-132450,Lopez Mateos 1
GUA,296,Celaya,38000,"Blvd Lopez Mateos #1245 Ote., Col. Centro",20.52,-100.79,21189-209754,Celaya Campestre
GUA,297,Guanajuato,36000,Jardin de la Union S/N,21.02,-101.25,1918-141464,Guanajuato Centro
GUA,298,Irapuato,30670,Boulevard Villas de Irapuato 1362,20.68,-101.38,32417-132449,Irapuato 1
GUA,299,Irapuato,36822,"Carretera Federal León  Querétaro, Libramiento Norponiente #7866",20.71,-101.31,47296-254833,Carretera - Irapuato
GUA,300,Irapuato,36643,"Blvd. Villas de Irapuato, CC Cibeles",20.68,-101.37,27202-246921,Plaza Cibeles
GUA,301,Leon,37150,"Blvd. Juan Alonso de Torres #2002, Col. Valle del Campestre",21.15,-101.7,24198-236545,Plaza Mayor II
GUA,302,Leon,37480,"Blv Mariano Escobedo No. 2502 y 2504, Local 7 y 8, Col. Leon Moderno",21.11,-101.66,14907-77726,Mariano Escobedo
GUA,303,Leon,,"Blvd. Juan Alonso de Torres #1315, San Jose del Consuelo",21.13,-101.6,28013-249485,Galerias Las Torres
GUA,304,Leon,37150,"1115 Paseo del Moral Avenue, Local 1 y 1A, Col. Valle del Campestre",21.15,-101.69,31871-117785,Plaza Zentro
GUA,305,Leon,37128,"Blvd. Paseo de los Insurgentes #3356, Col. San Jose de Las Piletas",21.17,-101.73,47665-256884,Puerta Bajio
GUA,306,Leon,37150,"2002 Juan Alonso de Torres Boulevard, Col. Valle del Campestre, C.P.",21.15,-101.7,31893-114606,Plaza Mayor Leon
GUA,307,Leon,37161,1401 Boulevard Juan Alonso de Torres Pte,21.15,-101.7,31930-112544,Las Torres
GUA,308,Leon,37530,"Blvd. Aeropuerto #104 Cerrito de Jerez, Leon Sur",21.09,-101.63,21193-209749,Altacia
GUA,309,Leon,37500,"Blvd. Adolfo Lopez Mateos No. 1702, Col. Parque Manzanares",21.12,-101.66,16718-173861,Galerias Leon
GUA,310,Leon,37530,"2510 Adolfo Lopez Mateos Boulevard, Local 27, 28, 29 y kiosco 5 , Col. Mega",21.1,-101.64,32031-118524,Centro Max
GUA,311,Leon,37295,"Blvd. Aeropuerto #843 local 77-B, Col. Predio Santa Anita",21.09,-101.61,17984-187105,Outlet Leon
GUA,312,Salamanca,36766,"Camino a Mancera No. 214,, Fracc. Residecial Las Glorias",20.58,-101.22,47051-256607,Salamanca Power Town
GUA,313,San Miguel de Allende,37700,3 Canal,20.91,-100.74,32416-132444,San Miguel Centro
GUA,314,Siloa,36270,"C. Leon-Silao km 153, Col. Sn Antonio",20.97,-101.46,23513-230827,One Silao
HID,315,Pachuca,42080,"Camino Real de la Plata no. 100 y 102, Loc. 125, col. zona plateada",20.1,-98.77,3021-142844,Galerias Pachuca
HID,316,Pachuca,42060,Everado Marquwz 1100,20.11,-98.75,3019-140931,Pachuca San Javier
JAL,317,Guadalajara,45645,"Av. Lopez Mateos Sur S/N, Tlajomulco",20.67,-103.39,26301-244259,Urban Center La Rioja
JAL,318,Guadalajara,45659,C. Guadalajara Chapala Km 17,20.53,-103.29,24644-238588,Apto Gdl Llegadas Nacionales
JAL,319,Guadalajara,,Av. Americas # 346,20.68,-103.37,38143-97351,Americas Guadalajara
JAL,320,Guadalajara,44639,"Ave. Providencia #2951, Col Providencia",20.7,-103.39,38137-96291,Providencia Guadalajara
JAL,321,Guadalajara,45659,"Carretera Guadalajara-Chapala, Km. 17.5,",20.52,-103.3,30763-99077,GDL - Aeropuerto Guadalajara PB
JAL,322,Guadalajara,45010,"Calzada Norte #7195 Col. Ciudad Granja, Zapopan",20.68,-103.45,25669-241970,Ciudad Granjas
JAL,323,Guadalajara,44500,Avenue de la Patria,20.66,-103.42,32208-108347,Cordilleras
JAL,324,Guadalajara,,Av. Lopez Mateos s/n,20.62,-103.42,31508-103853,Las Fuentes
JAL,325,Guadalajara,44540,"Prolongacion Avenida Santa Margarita, #4860, Subancla 3,",20.73,-103.44,30957-101702,Valle Real Guadalajara
JAL,326,Guadalajara,45027,Juan Palomar & Arias # 123 Local 1,20.68,-103.43,31566-108338,Jardines Vallarta
JAL,327,Guadalajara,45010,Carretra a Nogales No. 4760,20.72,-103.49,47824-259926,Technology Park
JAL,328,Guadalajara,45129,4275 Pablo Neruda & Patria Avenue,20.69,-103.41,32536-119565,Tecos
JAL,329,Guadalajara,45601,8650 Camino al Iteso,20.61,-103.42,32210-119602,Iteso
JAL,330,Guadalajara,,Av. Lopez Cotilla #1465,20.67,-103.37,31192-103808,Chapultepec Guadalajara
JAL,331,Guadalajara,44690,3300 Avenue Mexico,20.68,-103.4,31453-107338,Plaza Mexico
JAL,332,Guadalajara,45116,"Av Patria S/N Esq Paseo Royal Country, Fracc Royal Country Jalisco",20.7,-103.42,16371-170364,Patio Patria
JAL,333,Guadalajara,45050,"2375 Adolfo Lopez Mateos Boulevard, Local 4A-Zona C, Col. Ciudad del Sol",20.65,-103.4,31793-114608,Plaza del Sol
JAL,334,Guadalajara,44100,"Calle Morelos # 219 Col. Centro, entre calles Maestranza y Degollado",20.68,-103.35,25661-241969,Guadalajara Centro
JAL,335,Guadalajara,45030,"Av. Rafael Sanzio No. 150, Local C4 Nivel Vallarta",20.68,-103.43,1971-96037,Galerias Guadalajara
JAL,336,Guadalajara,45136,"Av.Santa Margarita esq.Servidor Publico, Municipio de Zapopan",20.73,-103.43,25503-236935,Real Center
JAL,337,Guadalajara,,Blvrd. Lopez Mateos,20.67,-103.39,38144-96427,Minerva Guadalajara
JAL,338,Guadalajara,,"Av. Vallarta entre Juan Palomar, y Aria",20.68,-103.39,28167-249490,Sania
JAL,339,Guadalajara,45659,Carretera Guadalajara Chapala Km 17.5,20.52,-103.3,31476-140004,GDL - Guadalajara Intl Airport
JAL,340,Guadalajara,44540,"Av Vallarta 3959, Col Don Bosco, Zapopan",20.67,-103.4,38154-99071,Gran Plaza
JAL,341,Guadalajara,44550,"Mariano Otero No 3295, Fracc Verde Valle",20.65,-103.39,30817-99269,Mariano Otero
JAL,342,Guadalajara,45050,"150 Avenue Rafael Sanzio, Local 05, Nivel Terrasa, Col. La Estancia",20.68,-103.43,31837-116906,Galerias Guadalajara 2
JAL,343,Guadalajara,44550,"Av. Mariano Otero #1499, Col. Verde Valle",20.65,-103.39,28014-249484,Expo Guadalajara
JAL,344,Guadalajara,44630,"1025 Terranova , Colonia Lomas de Provid",20.69,-103.39,31681-112524,Terranova
JAL,345,Guadalajara,,"Av. Americas & Av. Providencia, Colonia",20.7,-103.38,31682-105092,Zona Financiera
JAL,346,Guadalajara,44140,"Av. Vallarta #2425, Atrio Central, Colon",20.67,-103.38,38153-99006,Centro Magno
JAL,347,Guadalajara,45659,"Carretera Guadalajara-Chapala, Km. 17.5,",20.52,-103.3,30715-99043,GDL - Aeropuerto Guadalajara Pta
JAL,348,Guadalajara,,"Av. Alcalde #1931 esq. Felix, Palavicini",20.69,-103.35,28016-249494,Alcalde
JAL,349,Guadalajara,45040,"Av. Guadalupe #1559, Colonia Chapalita",20.67,-103.41,38145-96722,Chapalita Guadalajara
JAL,350,Guadalajara,44540,"Boulevard Bugambilias #2299, Local D - 4,  Col. Bugambilias",20.6,-103.45,30694-100779,Bugambilias Guadalajara
JAL,351,Guadalajara,44700,Av. Circunvalación No 2700 Col. Oblatos.,20.69,-103.3,18848-196004,Oblatos
JAL,352,Guadalajara,11950,Puerta de Hierro Blvd. Col. Lomas Altas,20.7,-103.32,1914-119547,Andares
JAL,353,Guadalajara,45070,"5435 Copernico Avenue, Colonia Arboledas",20.63,-103.42,32388-127146,Copernico
JAL,354,Guadalajara,45150,Avenida Manuel Avila Camacho # 3240,20.71,-103.37,32606-119580,Avila Camacho
JAL,355,Puerto Vallarta,48335,"Paseo de la Marina No. 121 Local 25,, Fracc. La Marina Vallarta",20.67,-105.25,3565-153294,Nima Bay
JAL,356,Puerto Vallarta,48300,2485 Boulevard Francisco Medina Ascencio,20.65,-105.24,31450-107581,Plaza Peninsula
JAL,357,Puerto Vallarta,48300,"Paseo Diaz Ordaz No. 920 Local A, Centro",20.61,-105.23,21188-209757,Malecon Vallarta II
JAL,358,Puerto Vallarta,48338,2920 Francisco Medina Asencio Boulevard,20.66,-105.24,32211-119574,Galerias Vallarta
JAL,359,Puerto Vallarta,48300,Paseo Diaz Ordaz,21.15,-86.82,31847-114974,Malecon 1
JAL,360,Puerto Vallarta,63732,"Avenida Paseo de Los Cocoteros, 85 Sur Locales",20.69,-105.29,1373-132447,Paradise Plaza
JAL,361,Puerto Vallarta,48291,"Parcela 158, Z1 P3/5, Local 1, Col. Las Juntas",20.69,-105.26,20392-205064,Las Juntas
JAL,362,Tlajomulco,45643,"Av. Lopez Mateos No. 1307 Local 1, El Palomar District",20.59,-103.44,16447-169209,Palomar
JAL,363,Tlaquepaque,44840,"Av. Gen Marcelino Garcia Barragan # 2077, Col. El Paradero",20.65,-103.32,2158-121209,Forum Tlaquepaque
JAL,364,Zapopan,45201,Ave Gral Ramon Corona 2514,20.73,-103.45,32696-139186,Tec Guadalajara
JAL,365,Zapopan,45134,"Carretera a Tesistan No 2, Los Robles",20.75,-103.42,25439-239825,Plaza Los Robles
JAL,366,Zapopan,45110,"Av. Patria No. 2051-4, lote 8",20.7,-103.42,30716-99849,Patria Acueducto Guadalajara
MIC,367,Lazaro Cardenas,60955,Av. Las Palmas 1559,17.98,-102.21,26703-245077,Ciudad Lazaro Cardenas
MIC,368,Morelia,58241,1494 Camelinas Avenue,19.68,-101.18,32420-132445,Camelinas
MIC,369,Morelia,58020,"Av.Ventura Puente #744, Col. Ventura Puente",19.69,-101.18,24203-236544,Ventura Puente
MIC,370,Morelia,58080,Calzada de la Huerta # 2713,19.68,-101.22,26858-245928,La Huerta
MIC,371,Morelia,58260,450 Avenue Enrique Ramirez Miguel,19.69,-101.16,31792-108924,Morelia Campestre
MIC,372,Morelia,,Avenue Tecnologico de Monterrey,19.65,-101.17,2159-230327,Paseo Altozano
MIC,373,Uruapan,60160,"Calle Lazaro Cardenas #2109, Esquina Bruselas",19.41,-102.07,27201-246920,Uruapan II DT
MIC,374,Uruapan,60120,"Blvd Industrial No. 1241 Local A-10 y 11, Col. Villa Uruapan",19.42,-102.04,13070-156048,CC Uruapan
MOR,375,Cuernavaca,62250,Avenue Domingo Diez #1003 Locales 1y2,18.95,-99.24,31590-108339,Domingo Diez
MOR,376,Cuernavaca,62170,904 Avenue Emiliano Zapata,18.96,-99.25,32049-109625,Zapata
MOR,377,Cuernavaca,62290,Av. Rio de Mayo,18.93,-99.22,38133-96880,Cuernavaca Vistahermosa
MOR,378,Cuernavaca,,"Carr. Mexico-Acapulco S/N, Local 158",18.94,-99.19,30652-100048,Galerias Cuernavaca
MOR,379,Cuernavaca,62000,"Salazar No. 40 Col. Centro, Benito Juarez",18.92,-99.23,27464-247807,Cuernavaca Centro
MX,380,Apodaca,66603,"Carretera Miguel Aleman No. 789, Ave. Del Telefono",25.76,-100.19,47820-259927,Sendero La Fe
MX,381,Atizapan de Zaragoza,54720,"Via Jorge Jimenez Cantu s/n, loc. 1",19.56,-99.3,38142-95538,Zona Esmeralda
MX,382,Coacalco,55700,"Via Jose Lopez Portillo No 105, entre Boulevard Coacalco y Providencia",19.64,-99.1,16168-168864,Plaza Las Flores
MX,383,Coacalco,55710,Via Jose lopez Portillo,19.64,-99.1,13069-142824,CC Coacalco
MX,384,Coacalco,55700,"Via Jose Lopez Portillo No.1, Pueblo San Francisco Coacalco.",19.63,-99.1,25676-241986,Cosmopol
MX,385,Cuautitlan Izcalli,54730,Autopista Mexico Queretaro Km 38,19.67,-99.2,32754-140812,San Marcos
MX,386,Cuautitlan Izcalli,54738,Ave 1 de Mayo con Avenida Huixquilucan,19.66,-99.21,2144-139849,Luna Parc
MX,387,Ecatepec,55140,"Av. Carlos Hank Gonzalez No. 120, Col. Rinconada de Aragon. Local 115",19.53,-99.03,15614-163324,Plaza Aragon
MX,388,Ecatepec,55140,"Av. Carlos Hank González # 120, Local 15AM;  Col. Rinconada de Aragón",19.56,-99.02,25024-239624,Plaza Aragon II
MX,389,Estado de Mexico,57205,"Av. Bordo de Xochiaca n.3, Col., Ciudad Jardin Bicentenario",19.42,-99.02,20453-205550,Ciudad Jardin II
MX,390,Estado de Mexico,,"Mexico Cuautla No 1 Col Santa Barbara, Ixtapaluca Edo. Mex.",19.3,-98.88,28420-250688,Sendero Ixtapaluca
MX,391,Estado de Mexico,56337,"Av Nezahualcoyotl 1 Col Sta Maria, Municipo de Chimalhuacan",19.41,-98.93,47809-259932,Plaza Chimalhuacan
MX,392,Estado de Mexico,0,"Cto. Comercial Plaza La Hacienda, Villas de la Hacienda, Atizapan, 54500",19.61,-99.23,48712-264427,Villas de la Hacienda
MX,393,Estado de Mexico,52929,Av de los Jinetes Tlalnepantla Edo Mex,19.45,-99.24,27032-246490,Av. Jinetes
MX,394,Estado de Mexico,52323,"Av. Circunvalación Poniente n.189,Col., Vista del Valle, Naucalpan",19.48,-99.27,20500-206204,Espacio Vista del Valle
MX,395,Estado de Mexico,53399,Transmisiones Militares,19.46,-99.22,49219-267551,Cetram 4 caminos
MX,396,Estado de Mexico,54033,"Sor Juana Ines de la Cruz No. 280, Tlalnepantla",19.45,-99.17,26766-245328,Tlalnepantla Carso
MX,397,Estado de Mexico,6500,Rio Lerma 232 esquina Rio Mississippi,19.43,-99.17,49216-267566,Torre Diana
MX,398,Estado de Mexico,56577,"MEX-PUEBLA KM.30.3, JARDIN INDUSTRIAL",19.29,-98.9,23729-232712,Carretera a Puebla
MX,399,Estado de Mexico,54000,"Blvd México-Queretaro 1898, Periferico, Viveros de la Loma",19.53,-99.22,47149-256885,Santa Monica Periferico DT
MX,400,Estado de Mexico,55031,"Av. Central esq. Av. Primero de Mayo, Av. Central esq. Av. Primero de Mayo",19.58,-99.02,29668-254836,Power Center Las Americas
MX,401,Huixquilucan,52764,"Av. Jesus del Monte #41, Col. Jesus del Monte",19.38,-99.3,18051-170381,Parque Interlomas
MX,402,Huixquilucan,52787,"Vialidad de la Barranca 6, Colonia Ex Hacienda Jesus del Monte",19.4,-99.28,16336-136172,Paseo Interlomas
MX,403,Huixquilucan,52787,"Blvrd. Magnocentro L1 Mz2, Lomas Anahuac",19.41,-99.27,38126-94637,Interlomas
MX,404,Huixquilucan,52783,"Av Bosque de Minas No.33 loc 6,7 terraza, Col. Bosques de la Herradura",19.42,-99.26,38121-93099,Herradura
MX,405,Medepec,52140,Paseo San Isidro No. 400,17.08,-96.72,16543-172786,Plaza del Parque
MX,406,Metepec,,"Vialidad Metepec S/N,",19.26,-99.62,38138-96878,Galerias Metepec
MX,407,Metepec,52160,"Boulevard Toluca-Metepec #719 norte, antes 505 norte. Col. Las Jaras",19.25,-99.61,47226-257384,Pabellon Metepec
MX,408,Metepec,,Av. Leona Vicario #386,19.26,-99.62,38141-97350,Plaza Mayor Metepec
MX,409,Mexico,53390,"Boulevard Manuel Avila Camacho # 456, Naucalpan de Juarez, Mexico",19.46,-99.22,26556-244506,Parque Toreo II
MX,410,Mexico,2960,"Calz. Vallejo esq. Pte 94B, Col. San Francisco Xocotitla",19.47,-99.14,28975-244507,Patio La Raza
MX,411,Mexico City,1050,"Miguel Angel de Quevedo 121, Guadalupe Chimalistac",19.35,-99.18,18285-188667,Gandhi
MX,412,Municipio de Huixquilucan,52772,"Vialidad de la Barranca numero 6, Colonia Ex Hacienda Jesus del Monte",19.4,-99.28,25072-239888,Paseo Interlomas II
MX,413,Naucalpan,53100,"Circuito Medicos #6, esq. Fernando Leal Novelo, Ciudad Sateli",19.51,-99.23,38117-77731,Satelite
MX,414,Naucalpan,53160,"Blvd Manuel Avila Camacho 3034, Lt 47 MZ1, Colonia Florida",19.49,-99.24,17471-182325,Torres de Satelite
MX,415,Naucalpan,53100,"Cto. Comercial # 2251, Local R308, CD. Satelite",19.51,-99.23,15131-157826,C.C. Plaza Satelite
MX,416,Naucalpan,53120,#26 Col Fracc Blvd,19.49,-99.25,9047-150044,Plaza Lomas Verdes
MX,417,Naucalpan,53200,"Av. Lomas Verdes No. 640, loc. 13 y 14, Col. La Soledad",19.49,-99.25,38119-93098,Lomas Verdes
MX,418,Naucalpan,,"Cto. Economistas y, Circunvalacion pte FI-4",19.51,-99.25,38115-79340,Zona Azul
MX,419,Naucalpan,53950,"Fuente de Tritones 22, Fraccionamiento Lomas de Tecamachalco",19.43,-99.23,17486-182344,Fuente de Tritones
MX,420,"San Cristobal Centro, EDO MEX",55020,"Prolongación Agricultura PD Soledad, Miyuhualco y Tierra Blanca Col.",19.61,-99.05,20452-205545,Patio Ecatepec
MX,421,Tlalnepantla,54055,"Blvd. Manuel Avila Camacho N.1007, San Lucas Tepetlacalco, Tlalnepantla",19.52,-99.23,50448-241997,Mundo E
MX,422,Tlalnepantla de Baz,54000,"Sor Juana Ines de la Cruz 101, Col. Tlalnepantla Centro",19.54,-99.2,15892-165825,Sor Juana
MX,423,Toluca,50160,"Paseo Tollocan, esq. 1° de Mayo",19.27,-99.68,24646-238587,Galerias Toluca
MX,424,Toluca,53743,"Carr Toluca Mex km 48.7, Municipio de Ocoyoacac",19.28,-99.49,23223-228834,Carr Toluca Mexico km 48
MX,425,Toluca,50110,Eduardo Monroy Cardenas 2000,19.27,-99.7,32419-132844,ITESM Toluca
